id	filename	md5	size	state
4a3f0728-0d5a-4d77-b84c-5cafc28bccf2	c118348c-0f92-417a-ad03-74253e472e42.methylation_array.sesame.level3betas.txt	0dc031f21c47cbc6bbf423ee4f991e47	23026390	released
2e8d07c0-0421-43bb-9bf7-ff91bb59d7de	d9037ee5-0d69-4a94-8787-dabdce49b2c7.methylation_array.sesame.level3betas.txt	29a71b1cfbbbe09fc0ca9d470d530468	23167250	released
8b0fffa5-cd91-419f-84c3-ba630e111a77	ec71b139-af6d-4b23-b4df-91000950ddb9.methylation_array.sesame.level3betas.txt	f628133cd9aee610982a19498118dd2f	13255423	released
7809611b-7656-49ee-b930-233db386a095	a8cf6145-06e9-4461-a6f8-1b115c9577f2.methylation_array.sesame.level3betas.txt	36dbe1a73d399de4e43728f6f643b336	15427211	released
cab2fdba-9532-4265-93b1-2a5c1edebaea	2a916d6c-d204-4960-9748-862ab1aa1540.methylation_array.sesame.level3betas.txt	56de1de17e094e1cf921769054db4079	23131567	released
000f2054-afac-4b51-ab1f-05844b105e2d	a889cebc-a6db-4090-b406-c25df59d7900.methylation_array.sesame.level3betas.txt	49be4eabe97622e76a7ffdd974dad934	23361372	released
a743acd3-09c8-4274-b151-76b626b767fb	de4028a3-1272-48c5-b34a-f7a326e5ec19.methylation_array.sesame.level3betas.txt	9555fc4d95f172ef7b5e79aae3c41d87	22360534	released
d59f3113-3fb0-4b3e-8167-2a94444e83a6	f8f7c2c2-6f83-42a1-82d5-9c3ce1c0d22d.methylation_array.sesame.level3betas.txt	8e392bc3c6067b9f93d28796de774f65	23323785	released
8e82d6f3-1755-489d-b25c-e0e2421ee196	e2dc09c6-2b54-4954-8ccb-0d5b71717f6a.methylation_array.sesame.level3betas.txt	b4e3c6343308c9905f73b60509d93091	22786343	released
f86e8db1-37d2-4aad-b143-c8ae8392e700	999412ed-039b-4326-b8f6-3620fa5cbb1e.methylation_array.sesame.level3betas.txt	ea0e945751d4bcde16b3df42c57bb6b8	22417955	released
